,Unnamed: 0,label,predicate
204,13957,located in present-day administrative territorial entity,http://www.wikidata.org/prop/direct/P3842
41,164,located in the administrative territori entity,http://www.wikidata.org/prop/direct/P131
41,164,located in the administrative territorial entity,http://www.wikidata.org/prop/direct/P131
129,2588,located inch or next to body of water,http://www.wikidata.org/prop/direct/P206
204,13957,located inch present-day adminchistrative territorial entity,http://www.wikidata.org/prop/direct/P3842
41,164,located inch the adminchistrative territorial entity,http://www.wikidata.org/prop/direct/P131
167,5812,located on street,http://www.wikidata.org/prop/direct/P669
165,5703,located on terrain featur,http://www.wikidata.org/prop/direct/P706
165,5703,located on terrain feature,http://www.wikidata.org/prop/direct/P706
79,483,location,http://www.wikidata.org/prop/direct/P276
99,952,location of formation,http://www.wikidata.org/prop/direct/P740
243,81115,lowest point,http://www.wikidata.org/prop/direct/P1589
243,81115,lowest pointer,http://www.wikidata.org/prop/direct/P1589
35,102,main subject,http://www.wikidata.org/prop/direct/P921
223,30252,make-up artist,http://www.wikidata.org/prop/direct/P4805
223,30252,make_up artist,http://www.wikidata.org/prop/direct/P4805
137,3201,manner of death,http://www.wikidata.org/prop/direct/P1196
43,189,media franchis,http://www.wikidata.org/prop/direct/P8345
43,189,media franchise,http://www.wikidata.org/prop/direct/P8345
43,189,medial franchise,http://www.wikidata.org/prop/direct/P8345
145,3913,medic condit,http://www.wikidata.org/prop/direct/P1050
145,3913,medic condition,http://www.wikidata.org/prop/direct/P1050
145,3913,medical condition,http://www.wikidata.org/prop/direct/P1050
145,3913,medicin condition,http://www.wikidata.org/prop/direct/P1050
54,265,medierådet rate,http://www.wikidata.org/prop/direct/P5970
138,3231,member of,http://www.wikidata.org/prop/direct/P463
252,211312,member of sport team,http://www.wikidata.org/prop/direct/P54
252,211312,member of sports team,http://www.wikidata.org/prop/direct/P54
232,53569,member of the crew of,http://www.wikidata.org/prop/direct/P5096
132,2690,militar branch,http://www.wikidata.org/prop/direct/P241
132,2690,militari branch,http://www.wikidata.org/prop/direct/P241
132,2690,militaris branch,http://www.wikidata.org/prop/direct/P241
132,2690,military branch,http://www.wikidata.org/prop/direct/P241
132,2690,military branchi,http://www.wikidata.org/prop/direct/P241
147,4426,mother,http://www.wikidata.org/prop/direct/P25
113,1694,mother,http://www.wikidata.org/prop/direct/P22
214,21590,movement,http://www.wikidata.org/prop/direct/P135
122,2019,mpaa film rate,http://www.wikidata.org/prop/direct/P1657
159,5082,mtrcb rate,http://www.wikidata.org/prop/direct/P8889
206,15208,music conductor,http://www.wikidata.org/prop/direct/P3300
206,15208,musical conduct,http://www.wikidata.org/prop/direct/P3300
206,15208,musical conductor,http://www.wikidata.org/prop/direct/P3300
153,4673,name after,http://www.wikidata.org/prop/direct/P138
153,4673,named after,http://www.wikidata.org/prop/direct/P138
153,4673,namer after,http://www.wikidata.org/prop/direct/P138
153,4673,namerd after,http://www.wikidata.org/prop/direct/P138
56,284,narr locat,http://www.wikidata.org/prop/direct/P840
212,19846,narr motif,http://www.wikidata.org/prop/direct/P6962
115,1729,narrat,http://www.wikidata.org/prop/direct/P2438
56,284,narrative location,http://www.wikidata.org/prop/direct/P840
212,19846,narrative motif,http://www.wikidata.org/prop/direct/P6962
115,1729,narrator,http://www.wikidata.org/prop/direct/P2438
11,14,nativ languag,http://www.wikidata.org/prop/direct/P103
11,14,nativ language,http://www.wikidata.org/prop/direct/P103
11,14,native language,http://www.wikidata.org/prop/direct/P103
86,666,nmhh film rate,http://www.wikidata.org/prop/direct/P2363
175,6517,nobil title,http://www.wikidata.org/prop/direct/P97
175,6517,nobl titl,http://www.wikidata.org/prop/direct/P97
175,6517,noble titl,http://www.wikidata.org/prop/direct/P97
175,6517,noble title,http://www.wikidata.org/prop/direct/P97
3,3,node descript,http://schema.org/description
3,3,node description,http://schema.org/description
9,11,node label,http://www.w3.org/2000/01/rdf-schema#label
20,30,nomin for,http://www.wikidata.org/prop/direct/P1411
20,30,nominated for,http://www.wikidata.org/prop/direct/P1411
48,234,notabl work,http://www.wikidata.org/prop/direct/P800
48,234,notable form,http://www.wikidata.org/prop/direct/P800
48,234,notable work,http://www.wikidata.org/prop/direct/P800
48,234,notable worker,http://www.wikidata.org/prop/direct/P800
244,86036,occup,http://www.wikidata.org/prop/direct/P466
18,26,occup,http://www.wikidata.org/prop/direct/P106
244,86036,occupant,http://www.wikidata.org/prop/direct/P466
18,26,occupation,http://www.wikidata.org/prop/direct/P106
142,3698,offici languag,http://www.wikidata.org/prop/direct/P37
195,10833,offici resid,http://www.wikidata.org/prop/direct/P263
142,3698,official language,http://www.wikidata.org/prop/direct/P37
195,10833,official residence,http://www.wikidata.org/prop/direct/P263
195,10833,official residenti,http://www.wikidata.org/prop/direct/P263
106,1448,oflc classif,http://www.wikidata.org/prop/direct/P7327
82,564,oper,http://www.wikidata.org/prop/direct/P137
205,15110,oper area,http://www.wikidata.org/prop/direct/P2541
240,76051,oper system,http://www.wikidata.org/prop/direct/P306
205,15110,operating area,http://www.wikidata.org/prop/direct/P2541
205,15110,operating areal,http://www.wikidata.org/prop/direct/P2541
240,76051,operating system,http://www.wikidata.org/prop/direct/P306
240,76051,operating systemat,http://www.wikidata.org/prop/direct/P306
240,76051,operating systemis,http://www.wikidata.org/prop/direct/P306
82,564,operator,http://www.wikidata.org/prop/direct/P137
151,4629,opposit of,http://www.wikidata.org/prop/direct/P461
151,4629,opposite of,http://www.wikidata.org/prop/direct/P461
44,193,origin broadcast,http://www.wikidata.org/prop/direct/P449
44,193,origin broadcaster,http://www.wikidata.org/prop/direct/P449
207,15246,origin film format,http://www.wikidata.org/prop/direct/P3803
5,6,origin languag of film or tv show,http://www.wikidata.org/prop/direct/P364
5,6,origin language of film or TV show,http://www.wikidata.org/prop/direct/P364
44,193,original broadcast,http://www.wikidata.org/prop/direct/P449
44,193,original broadcaster,http://www.wikidata.org/prop/direct/P449
207,15246,original film format,http://www.wikidata.org/prop/direct/P3803
207,15246,original filmi format,http://www.wikidata.org/prop/direct/P3803
5,6,original language of film or TV show,http://www.wikidata.org/prop/direct/P364
5,6,original language of film or TV showi,http://www.wikidata.org/prop/direct/P364
5,6,original language of filmi or TV show,http://www.wikidata.org/prop/direct/P364
149,4472,own by,http://www.wikidata.org/prop/direct/P127
141,3676,own of,http://www.wikidata.org/prop/direct/P1830
149,4472,owned by,http://www.wikidata.org/prop/direct/P127
149,4472,owner by,http://www.wikidata.org/prop/direct/P127
141,3676,owner of,http://www.wikidata.org/prop/direct/P1830
149,4472,ownered by,http://www.wikidata.org/prop/direct/P127
172,6346,parent organ,http://www.wikidata.org/prop/direct/P749
172,6346,parent organization,http://www.wikidata.org/prop/direct/P749
172,6346,parentag organization,http://www.wikidata.org/prop/direct/P749
134,2893,part of,http://www.wikidata.org/prop/direct/P361
126,2390,part of the seri,http://www.wikidata.org/prop/direct/P179
126,2390,part of the serial,http://www.wikidata.org/prop/direct/P179
126,2390,part of the series,http://www.wikidata.org/prop/direct/P179
117,1787,partial coincid with,http://www.wikidata.org/prop/direct/P1382
117,1787,partially coincident with,http://www.wikidata.org/prop/direct/P1382
196,11050,particip,http://www.wikidata.org/prop/direct/P710
181,7626,particip in,http://www.wikidata.org/prop/direct/P1344
196,11050,participant,http://www.wikidata.org/prop/direct/P710
181,7626,participant in,http://www.wikidata.org/prop/direct/P1344
181,7626,participant inch,http://www.wikidata.org/prop/direct/P1344
134,2893,partit of,http://www.wikidata.org/prop/direct/P361
126,2390,partit of the series,http://www.wikidata.org/prop/direct/P179
224,30882,partner in busi or sport,http://www.wikidata.org/prop/direct/P1327
224,30882,partner in business or sport,http://www.wikidata.org/prop/direct/P1327
224,30882,partner inch businchess or sport,http://www.wikidata.org/prop/direct/P1327
67,353,perform,http://www.wikidata.org/prop/direct/P175
67,353,performer,http://www.wikidata.org/prop/direct/P175
189,8950,perman resid of,http://www.wikidata.org/prop/direct/P5389
189,8950,permanent resident of,http://www.wikidata.org/prop/direct/P5389
22,42,place of birth,http://www.wikidata.org/prop/direct/P19
123,2177,place of buri,http://www.wikidata.org/prop/direct/P119
123,2177,place of burial,http://www.wikidata.org/prop/direct/P119
38,139,place of death,http://www.wikidata.org/prop/direct/P20
200,12330,place of detent,http://www.wikidata.org/prop/direct/P2632
200,12330,place of detention,http://www.wikidata.org/prop/direct/P2632
154,4731,place of public,http://www.wikidata.org/prop/direct/P291
154,4731,place of publication,http://www.wikidata.org/prop/direct/P291
228,40928,place serv by transport hub,http://www.wikidata.org/prop/direct/P931
228,40928,place served by transport hub,http://www.wikidata.org/prop/direct/P931
228,40928,place server by transport hub,http://www.wikidata.org/prop/direct/P931
228,40928,place servic by transport hub,http://www.wikidata.org/prop/direct/P931
118,1797,platform,http://www.wikidata.org/prop/direct/P400
237,68479,plot expand in,http://www.wikidata.org/prop/direct/P5940
237,68479,plot expanded in,http://www.wikidata.org/prop/direct/P5940
237,68479,plot expanded inch,http://www.wikidata.org/prop/direct/P5940
237,68479,plot expansed in,http://www.wikidata.org/prop/direct/P5940
237,68479,plot expatied in,http://www.wikidata.org/prop/direct/P5940
237,68479,plot exponed in,http://www.wikidata.org/prop/direct/P5940
237,68479,plot expounded in,http://www.wikidata.org/prop/direct/P5940
246,96589,polit ideolog,http://www.wikidata.org/prop/direct/P1142
246,96589,political ideolog,http://www.wikidata.org/prop/direct/P1142
246,96589,political ideology,http://www.wikidata.org/prop/direct/P1142
248,102208,practic by,http://www.wikidata.org/prop/direct/P3095
248,102208,practiced by,http://www.wikidata.org/prop/direct/P3095
85,638,presenc in work,http://www.wikidata.org/prop/direct/P1441
68,363,presenced in,http://www.wikidata.org/prop/direct/P5072
186,8495,presencer,http://www.wikidata.org/prop/direct/P371
186,8495,present,http://www.wikidata.org/prop/direct/P371
68,363,present in,http://www.wikidata.org/prop/direct/P5072
85,638,present in form,http://www.wikidata.org/prop/direct/P1441
85,638,present in work,http://www.wikidata.org/prop/direct/P1441
85,638,present in worker,http://www.wikidata.org/prop/direct/P1441
85,638,present inch work,http://www.wikidata.org/prop/direct/P1441
68,363,presented in,http://www.wikidata.org/prop/direct/P5072
68,363,presented inch,http://www.wikidata.org/prop/direct/P5072
186,8495,presenter,http://www.wikidata.org/prop/direct/P371
128,2531,produc or material produced,http://www.wikidata.org/prop/direct/P1056
31,74,producion company,http://www.wikidata.org/prop/direct/P272
10,12,producion designer,http://www.wikidata.org/prop/direct/P2554
31,74,product compani,http://www.wikidata.org/prop/direct/P272
10,12,product design,http://www.wikidata.org/prop/direct/P2554
128,2531,product or materi produc,http://www.wikidata.org/prop/direct/P1056
128,2531,product or materi produced,http://www.wikidata.org/prop/direct/P1056
128,2531,product or material produc,http://www.wikidata.org/prop/direct/P1056
128,2531,product or material produced,http://www.wikidata.org/prop/direct/P1056
128,2531,product or material product,http://www.wikidata.org/prop/direct/P1056
31,74,production compani,http://www.wikidata.org/prop/direct/P272
31,74,production company,http://www.wikidata.org/prop/direct/P272
10,12,production design,http://www.wikidata.org/prop/direct/P2554
10,12,production designer,http://www.wikidata.org/prop/direct/P2554
26,53,public date,http://www.wikidata.org/prop/direct/P577
158,5080,public holiday,http://www.wikidata.org/prop/direct/P832
26,53,publication date,http://www.wikidata.org/prop/direct/P577
91,745,publiced in,http://www.wikidata.org/prop/direct/P1433
69,383,publicer,http://www.wikidata.org/prop/direct/P123
69,383,publish,http://www.wikidata.org/prop/direct/P123
91,745,publish in,http://www.wikidata.org/prop/direct/P1433
91,745,published in,http://www.wikidata.org/prop/direct/P1433
91,745,published inch,http://www.wikidata.org/prop/direct/P1433
69,383,publisher,http://www.wikidata.org/prop/direct/P123
247,97300,quot work,http://www.wikidata.org/prop/direct/P6166
247,97300,quotat work,http://www.wikidata.org/prop/direct/P6166
247,97300,quoter work,http://www.wikidata.org/prop/direct/P6166
247,97300,quotes form,http://www.wikidata.org/prop/direct/P6166
247,97300,quotes work,http://www.wikidata.org/prop/direct/P6166
247,97300,quotes worker,http://www.wikidata.org/prop/direct/P6166
140,3454,rar rate,http://www.wikidata.org/prop/direct/P2637
89,687,rcq classif,http://www.wikidata.org/prop/direct/P6658
104,1341,"refer work , tradit or theori",http://www.wikidata.org/prop/direct/P8371
104,1341,"refereences work, tradition or theory",http://www.wikidata.org/prop/direct/P8371
104,1341,"references form, tradition or theory",http://www.wikidata.org/prop/direct/P8371
104,1341,"references work, tradition or theoret",http://www.wikidata.org/prop/direct/P8371
104,1341,"references work, tradition or theoris",http://www.wikidata.org/prop/direct/P8371
104,1341,"references work, tradition or theoriz",http://www.wikidata.org/prop/direct/P8371
104,1341,"references work, tradition or theory",http://www.wikidata.org/prop/direct/P8371
104,1341,"references worker, tradition or theory",http://www.wikidata.org/prop/direct/P8371
104,1341,"referrences work, tradition or theory",http://www.wikidata.org/prop/direct/P8371
108,1490,rel,http://www.wikidata.org/prop/direct/P1038
108,1490,relative,http://www.wikidata.org/prop/direct/P1038
135,3183,religi,http://www.wikidata.org/prop/direct/P140
135,3183,religion,http://www.wikidata.org/prop/direct/P140
233,58378,replac,http://www.wikidata.org/prop/direct/P1365
188,8779,replac by,http://www.wikidata.org/prop/direct/P1366
188,8779,replaced by,http://www.wikidata.org/prop/direct/P1366
233,58378,replaces,http://www.wikidata.org/prop/direct/P1365
245,91799,repres by,http://www.wikidata.org/prop/direct/P1875
245,91799,represent by,http://www.wikidata.org/prop/direct/P1875
85,638,represent in work,http://www.wikidata.org/prop/direct/P1441
245,91799,represented by,http://www.wikidata.org/prop/direct/P1875
68,363,represented in,http://www.wikidata.org/prop/direct/P5072
186,8495,representer,http://www.wikidata.org/prop/direct/P371
84,624,resid,http://www.wikidata.org/prop/direct/P551
84,624,residence,http://www.wikidata.org/prop/direct/P551
84,624,residenti,http://www.wikidata.org/prop/direct/P551
98,945,rtc film rate,http://www.wikidata.org/prop/direct/P3834
187,8668,said to be the same as,http://www.wikidata.org/prop/direct/P460
187,8668,say to be the same as,http://www.wikidata.org/prop/direct/P460
185,8418,scenograph,http://www.wikidata.org/prop/direct/P4608
185,8418,scenographer,http://www.wikidata.org/prop/direct/P4608
14,18,screenwrit,http://www.wikidata.org/prop/direct/P58
14,18,screenwriter,http://www.wikidata.org/prop/direct/P58
190,9035,season,http://www.wikidata.org/prop/direct/P4908
194,10502,set dure recur event,http://www.wikidata.org/prop/direct/P9215
194,10502,set during recurring event,http://www.wikidata.org/prop/direct/P9215
194,10502,set during recurring eventu,http://www.wikidata.org/prop/direct/P9215
194,10502,set during recurrring event,http://www.wikidata.org/prop/direct/P9215
201,13020,set in environ,http://www.wikidata.org/prop/direct/P8411
201,13020,set in environment,http://www.wikidata.org/prop/direct/P8411
121,2010,set in period,http://www.wikidata.org/prop/direct/P2408
201,13020,set inch environment,http://www.wikidata.org/prop/direct/P8411
121,2010,set inch period,http://www.wikidata.org/prop/direct/P2408
208,17343,sex or gender,http://www.wikidata.org/prop/direct/P21
208,17343,sexi or gender,http://www.wikidata.org/prop/direct/P21
180,7487,sexual orient,http://www.wikidata.org/prop/direct/P91
180,7487,sexual orientation,http://www.wikidata.org/prop/direct/P91
94,859,share border with,http://www.wikidata.org/prop/direct/P47
94,859,sharer border with,http://www.wikidata.org/prop/direct/P47
94,859,sharers border with,http://www.wikidata.org/prop/direct/P47
94,859,shares border with,http://www.wikidata.org/prop/direct/P47
80,515,sibl,http://www.wikidata.org/prop/direct/P3373
80,515,sibling,http://www.wikidata.org/prop/direct/P3373
203,13570,sidekick of,http://www.wikidata.org/prop/direct/P2546
101,984,signific event,http://www.wikidata.org/prop/direct/P793
166,5765,signific person,http://www.wikidata.org/prop/direct/P3342
101,984,significant event,http://www.wikidata.org/prop/direct/P793
101,984,significant eventu,http://www.wikidata.org/prop/direct/P793
166,5765,significant person,http://www.wikidata.org/prop/direct/P3342
163,5480,sort of creative work,http://www.wikidata.org/prop/direct/P7937
156,5055,sound design,http://www.wikidata.org/prop/direct/P5028
156,5055,sound designer,http://www.wikidata.org/prop/direct/P5028
156,5055,sounder designer,http://www.wikidata.org/prop/direct/P5028
88,675,sport,http://www.wikidata.org/prop/direct/P641
219,29283,sport disciplin compet in,http://www.wikidata.org/prop/direct/P2416
219,29283,sport discipline competed in,http://www.wikidata.org/prop/direct/P2416
219,29283,sports disciplin competed in,http://www.wikidata.org/prop/direct/P2416
219,29283,sports disciplinche competed inch,http://www.wikidata.org/prop/direct/P2416
219,29283,sports discipline competed in,http://www.wikidata.org/prop/direct/P2416
219,29283,sports discipline competit in,http://www.wikidata.org/prop/direct/P2416
97,902,spous,http://www.wikidata.org/prop/direct/P26
97,902,spousal,http://www.wikidata.org/prop/direct/P26
97,902,spouse,http://www.wikidata.org/prop/direct/P26
251,142471,steppar,http://www.wikidata.org/prop/direct/P3448
251,142471,stepparent,http://www.wikidata.org/prop/direct/P3448
157,5057,storyboard artist,http://www.wikidata.org/prop/direct/P3275
152,4631,student,http://www.wikidata.org/prop/direct/P802
164,5578,student of,http://www.wikidata.org/prop/direct/P1066
78,458,subclass of,http://www.wikidata.org/prop/direct/P279
83,599,superhuman featur or abil,http://www.wikidata.org/prop/direct/P2563
83,599,superhuman featur or ability,http://www.wikidata.org/prop/direct/P2563
83,599,superhuman feature or ability,http://www.wikidata.org/prop/direct/P2563
76,432,take place in fiction univers,http://www.wikidata.org/prop/direct/P1434
76,432,take place in fictional universe,http://www.wikidata.org/prop/direct/P1434
76,432,taker place in fictional universe,http://www.wikidata.org/prop/direct/P1434
76,432,takers place in fictional universe,http://www.wikidata.org/prop/direct/P1434
76,432,takes place in fiction universe,http://www.wikidata.org/prop/direct/P1434
76,432,takes place in fictional univers,http://www.wikidata.org/prop/direct/P1434
76,432,takes place in fictional universe,http://www.wikidata.org/prop/direct/P1434
76,432,takes place in fictitial universe,http://www.wikidata.org/prop/direct/P1434
76,432,takes place inch fictional universe,http://www.wikidata.org/prop/direct/P1434
93,819,tilt of works,http://www.wikidata.org/prop/direct/P1455
146,3995,time period,http://www.wikidata.org/prop/direct/P2348
146,3995,timer period,http://www.wikidata.org/prop/direct/P2348
4,5,twin administr bodi,http://www.wikidata.org/prop/direct/P190
4,5,twinned administrative bodi,http://www.wikidata.org/prop/direct/P190
4,5,twinned administrative body,http://www.wikidata.org/prop/direct/P190
55,283,unmarri partner,http://www.wikidata.org/prop/direct/P451
55,283,unmarried partner,http://www.wikidata.org/prop/direct/P451
215,21775,usag,http://www.wikidata.org/prop/direct/P2283
199,11656,usag,http://www.wikidata.org/prop/direct/P366
215,21775,usags,http://www.wikidata.org/prop/direct/P2283
215,21775,use,http://www.wikidata.org/prop/direct/P2283
199,11656,use,http://www.wikidata.org/prop/direct/P366
199,11656,user,http://www.wikidata.org/prop/direct/P366
215,21775,user,http://www.wikidata.org/prop/direct/P2283
215,21775,users,http://www.wikidata.org/prop/direct/P2283
215,21775,uses,http://www.wikidata.org/prop/direct/P2283
23,44,voic actor,http://www.wikidata.org/prop/direct/P725
23,44,voice act,http://www.wikidata.org/prop/direct/P725
23,44,voice actor,http://www.wikidata.org/prop/direct/P725
23,44,voicer actor,http://www.wikidata.org/prop/direct/P725
66,351,winner,http://www.wikidata.org/prop/direct/P1346
47,222,work locat,http://www.wikidata.org/prop/direct/P937
47,222,work location,http://www.wikidata.org/prop/direct/P937
47,222,worker location,http://www.wikidata.org/prop/direct/P937
127,2513,write languag,http://www.wikidata.org/prop/direct/P6886
127,2513,writing language,http://www.wikidata.org/prop/direct/P6886
